Archive Date,Group,Hospital HIPE,Hospital,Specialty HIPE,Speciality,Adult/Child,Age Profile,Time Band,Total
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1900,Paediatrics,Child,0-15, 6-9 Months,59
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1900,Paediatrics,Child,0-15, 9-12 Months,20
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,25
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1912,Paediatric Respiratory Medicine,Child,0-15, 3-6 Months,5
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1912,Paediatric Respiratory Medicine,Child,0-15, 6-9 Months,8
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1916,Developmental Paediatrics,Child,0-15, 0-3 Months,27
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1916,Developmental Paediatrics,Child,0-15, 3-6 Months,16
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,12
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,2
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64, 0-3 Months,366
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64, 3-6 Months,325
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64, 6-9 Months,228
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64, 9-12 Months,151
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64,12-15 Months,112
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64,15-18 Months,73
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,16-64,18+ Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+, 0-3 Months,94
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+, 3-6 Months,63
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+, 6-9 Months,52
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+, 9-12 Months,23
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+,12-15 Months,19
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+,15-18 Months,15
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Adult,65+,18+ Months,1
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15, 0-3 Months,31
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15, 3-6 Months,37
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15, 6-9 Months,17
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15, 9-12 Months,6
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15,12-15 Months,14
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15,15-18 Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,2600,General Surgery,Child,0-15,18+ Months,1
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,5000,General Medicine,Adult,16-64, 0-3 Months,18
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,5000,General Medicine,Adult,16-64, 3-6 Months,14
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,5000,General Medicine,Adult,65+, 0-3 Months,5
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,5000,General Medicine,Adult,65+, 3-6 Months,4
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64, 0-3 Months,99
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64, 3-6 Months,94
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64, 6-9 Months,102
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64, 9-12 Months,91
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64,12-15 Months,91
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64,15-18 Months,78
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,16-64,18+ Months,26
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+, 0-3 Months,45
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+, 3-6 Months,57
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+, 6-9 Months,53
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+, 9-12 Months,59
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+,12-15 Months,39
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+,15-18 Months,26
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Adult,65+,18+ Months,8
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15, 0-3 Months,5
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15, 3-6 Months,18
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15, 6-9 Months,23
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15, 9-12 Months,13
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15,12-15 Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15,15-18 Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,7800,Urology,Child,0-15,18+ Months,1
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,8003,Pain Relief,Adult,16-64, 0-3 Months,12
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,8003,Pain Relief,Adult,65+, 0-3 Months,7
28/02/2019,Dublin Midlands Hospital Group,0201,Midland Regional Hospital Portlaoise,8003,Pain Relief,Adult,65+, 6-9 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,434
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,454
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,315
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,345
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64,12-15 Months,320
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,231
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,16-64,18+ Months,1887
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,127
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,83
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,89
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+, 9-12 Months,68
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,59
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,65
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Adult,65+,18+ Months,375
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,311
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,223
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,181
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,248
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,206
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15,15-18 Months,107
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,0600,Otolaryngology (ENT),Child,0-15,18+ Months,1140
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 0-3 Months,86
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 3-6 Months,48
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 6-9 Months,21
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64, 9-12 Months,10
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,12-15 Months,11
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,15-18 Months,9
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,16-64,18+ Months,7
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+, 0-3 Months,44
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+, 3-6 Months,26
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+, 6-9 Months,15
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+, 9-12 Months,7
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,12-15 Months,6
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,15-18 Months,9
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Adult,65+,18+ Months,6
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1100,Haematology,Child,0-15, 0-3 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,16-64, 0-3 Months,37
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,16-64, 3-6 Months,23
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,16-64, 6-9 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,65+, 0-3 Months,5
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1503,Gynaecology,Adult,65+, 3-6 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1600,Oncology,Adult,16-64, 0-3 Months,2
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1600,Oncology,Adult,65+, 0-3 Months,3
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1600,Oncology,Adult,65+, 3-6 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64, 0-3 Months,39
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64, 3-6 Months,37
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64, 6-9 Months,24
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64, 9-12 Months,8
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,12-15 Months,8
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,15-18 Months,6
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,16-64,18+ Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 0-3 Months,36
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 3-6 Months,34
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 6-9 Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+, 9-12 Months,13
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,12-15 Months,7
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,15-18 Months,8
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Adult,65+,18+ Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 0-3 Months,168
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 3-6 Months,126
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 6-9 Months,126
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15, 9-12 Months,92
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,12-15 Months,92
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,15-18 Months,21
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1700,Ophthalmology,Child,0-15,18+ Months,70
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 0-3 Months,485
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 3-6 Months,478
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 6-9 Months,312
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64, 9-12 Months,225
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,12-15 Months,123
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,15-18 Months,65
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,16-64,18+ Months,171
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 0-3 Months,215
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 3-6 Months,204
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 6-9 Months,176
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+, 9-12 Months,124
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+,12-15 Months,75
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+,15-18 Months,55
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Adult,65+,18+ Months,199
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 0-3 Months,50
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 3-6 Months,44
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 6-9 Months,13
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15, 9-12 Months,3
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,12-15 Months,3
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,15-18 Months,2
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1800,Orthopaedics,Child,0-15,18+ Months,20
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Adult,16-64, 9-12 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 0-3 Months,34
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 3-6 Months,34
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 6-9 Months,26
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15, 9-12 Months,13
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,1900,Paediatrics,Child,0-15,12-15 Months,3
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 0-3 Months,28
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 3-6 Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 6-9 Months,28
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64, 9-12 Months,16
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,12-15 Months,21
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,15-18 Months,21
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,16-64,18+ Months,50
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 0-3 Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 3-6 Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 6-9 Months,25
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+, 9-12 Months,14
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,12-15 Months,9
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,15-18 Months,10
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2300,Nephrology,Adult,65+,18+ Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 0-3 Months,158
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 3-6 Months,177
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 6-9 Months,144
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64, 9-12 Months,172
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,12-15 Months,118
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,15-18 Months,108
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,16-64,18+ Months,35
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 0-3 Months,47
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 3-6 Months,49
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 6-9 Months,55
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+, 9-12 Months,49
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,12-15 Months,22
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,15-18 Months,22
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Adult,65+,18+ Months,11
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2500,Rheumatology,Child,0-15, 6-9 Months,1
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 0-3 Months,266
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,16-64, 3-6 Months,29
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,65+, 0-3 Months,104
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Adult,65+, 3-6 Months,5
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2600,General Surgery,Child,0-15, 0-3 Months,15
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 0-3 Months,37
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 3-6 Months,27
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 6-9 Months,24
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,16-64, 9-12 Months,7
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 0-3 Months,51
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 3-6 Months,41
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 6-9 Months,32
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,2604,Vascular Surgery,Adult,65+, 9-12 Months,18
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 0-3 Months,226
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 3-6 Months,142
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 6-9 Months,118
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64, 9-12 Months,138
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,12-15 Months,93
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,15-18 Months,52
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,16-64,18+ Months,264
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 0-3 Months,110
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 3-6 Months,87
28/02/2019,Dublin Midlands Hospital Group,0203,Midland Regional Hospital Tullamore,5000,General Medicine,Adult,65+, 6-9 Months,103
